col_name,avg_shap_value
motu_linkage_group_517,0.07780081911179468
motu_linkage_group_490,0.05636084902345061
motu_linkage_group_327,0.04305773900286091
motu_linkage_group_701,0.03698215954313511
Coprococcus_comes,0.028688194846731387
motu_linkage_group_212,0.02335822611229111
motu_linkage_group_307,0.022168223286109425
motu_linkage_group_348,0.02079488856927877
motu_linkage_group_470,0.018815632890836105
motu_linkage_group_394,0.016907425718401283
motu_linkage_group_301,0.01590641361982821
motu_linkage_group_103,0.015772804400853147
Holdemania_filiformis,0.015463371723534281
Haemophilus_parainfluenzae,0.014727592522307925
butyrate_producing_bacterium,0.013256269943261774
motu_linkage_group_507,0.013084913257677442
Collinsella_aerofaciens,0.013075000351423076
Faecalibacterium_prausnitzii,0.01102884943332094
motu_linkage_group_127,0.010559842917566458
motu_linkage_group_349,0.009944817322866069
motu_linkage_group_443,0.00985803338445612
motu_linkage_group_190,0.009439035302856407
motu_linkage_group_407,0.009221188113464503
motu_linkage_group_206,0.008278097017934385
motu_linkage_group_574,0.008075074335236906
motu_linkage_group_333,0.008034795697397292
Ruminococcus_bromii,0.007796723182902012
Roseburia_inulinivorans,0.007455648553209498
motu_linkage_group_600,0.0072733940518493094
motu_linkage_group_131,0.006938044844548881
motu_linkage_group_552,0.006551362892826281
Bacteroides_caccae,0.006415191059499972
Coprococcus_eutactus,0.006104127039086368
Bacteroides_uniformis,0.005854512124837301
Odoribacter_splanchnicus,0.005647141968280151
motu_linkage_group_498,0.0055572849272035995
motu_linkage_group_63,0.005505224367012961
motu_linkage_group_646,0.0054814977579204964
motu_linkage_group_362,0.005460090541391333
Bifidobacterium_bifidum,0.0053048724999944265
motu_linkage_group_573,0.005096544253048291
motu_linkage_group_437,0.0048918421377770705
motu_linkage_group_431,0.004504006038558859
Parasutterella_excrementihominis,0.0044403494403494155
motu_linkage_group_289,0.004231773347626986
Escherichia_coli,0.0042159574578273535
Clostridium_bolteae,0.0039850262309611695
_Ruminococcus__torques,0.003975578497936199
Veillonella_sp__oral_taxon_158,0.003958990402079813
motu_linkage_group_613,0.003944072490820437
motu_linkage_group_508,0.0038437458152905104
motu_linkage_group_551,0.003749171381285182
motu_linkage_group_316,0.0037400658233991348
motu_linkage_group_474,0.003694833969224191
motu_linkage_group_460,0.0036632391815318473
Dorea_formicigenerans,0.003646627040935961
motu_linkage_group_376,0.003590071039258014
Prevotella_copri,0.003576636503465752
Streptococcus_gordonii,0.0035438588995499363
motu_linkage_group_568,0.003422972122159095
butyrate_producing_bacterium_SS3_4,0.0033518949474233817
motu_linkage_group_592,0.0032276530040757498
Eubacterium_siraeum,0.0032052100141530867
motu_linkage_group_696,0.0030873075588522558
motu_linkage_group_638,0.002961881874483484
motu_linkage_group_38,0.0028544601512081034
motu_linkage_group_346,0.0027835596128278906
motu_linkage_group_238,0.0027175974940202405
motu_linkage_group_452,0.0026846044122466727
motu_linkage_group_191,0.0026530530900449453
Streptococcus_parasanguinis,0.0026272410622003952
motu_linkage_group_379,0.002603071475022679
Roseburia_intestinalis,0.002555596061693606
motu_linkage_group_293,0.0025460891416175806
Streptococcus_thermophilus,0.0025007130190056845
motu_linkage_group_260,0.0024719194434641443
_Clostridium__bartlettii,0.0024677532299483356
motu_linkage_group_334,0.0024466447230674752
Eubacterium_eligens,0.0024454369373068416
motu_linkage_group_225,0.002410064351121248
motu_linkage_group_104,0.002371228397651144
Bacteroides_intestinalis,0.00234854680992891
Eggerthella_lenta,0.0023134026487684877
Bacteroides_thetaiotaomicron,0.0023111868335445413
motu_linkage_group_310,0.002157541872989015
Streptococcus_sp__C150,0.0021106749765286226
motu_linkage_group_288,0.002080658818463682
motu_linkage_group_536,0.0020455229804823153
motu_linkage_group_268,0.0020219230686710243
Clostridium_leptum,0.00200937078985858
motu_linkage_group_168,0.001961099125733259
motu_linkage_group_550,0.00195161809999207
Veillonella_atypica,0.001884599862242125
motu_linkage_group_290,0.0018772144280274211
motu_linkage_group_274,0.0018177314417151696
Bilophila_wadsworthia,0.0017960634322422802
motu_linkage_group_115,0.001773586224805723
Parabacteroides_merdae,0.001750950876967125
Dorea_longicatena,0.0017356140323619876
Ruminococcus_sp__5_1_39BFAA,0.001696680050338574
Bacteroides_xylanisolvens,0.0016795666694040578
Pseudoflavonifractor_capillosus,0.0016767811788136867
motu_linkage_group_510,0.0016313292227926256
motu_linkage_group_502,0.001602239711995798
Streptococcus_infantis,0.0015998713051558469
motu_linkage_group_404,0.001577541140549262
Parabacteroides_distasonis,0.0015688776359507957
Eubacterium_rectale,0.0014840875613233227
motu_linkage_group_456,0.0014267316096584274
Akkermansia_muciniphila,0.0014050497282204503
motu_linkage_group_241,0.00139089939902947
motu_linkage_group_151,0.0013805703338223574
Phascolarctobacterium_succinatutens,0.0013653971784052985
motu_linkage_group_244,0.0013543837629203415
Bifidobacterium_longum,0.0013220491370897784
motu_linkage_group_366,0.0012927053069329403
motu_linkage_group_325,0.0012793835964567584
motu_linkage_group_520,0.001187287620214441
motu_linkage_group_548,0.0011830501972778307
motu_linkage_group_383,0.0011715614357890724
motu_linkage_group_562,0.0011622588959987249
_Ruminococcus__gnavus,0.0011454211047706906
Clostridium_spiroforme,0.001141843987372435
Bacteroides_stercoris,0.0011359539509945918
motu_linkage_group_277,0.0011264340837511507
motu_linkage_group_625,0.0011181358742334286
motu_linkage_group_113,0.0011002132953352405
motu_linkage_group_320,0.0010855090123382714
Bacteroides_dorei_vulgatus,0.0010831803717982495
motu_linkage_group_391,0.001081906000605178
motu_linkage_group_691,0.001068867278216865
motu_linkage_group_415,0.00105132386636451
Acidaminococcus_intestini,0.0010247451812492394
Ruminococcus_sp__SR1_5,0.00101631102647362
_Ruminococcus__obeum,0.0009794670871906574
Bacteroides_ovatus,0.0009483559686811646
Alistipes_putredinis,0.0009044983638479505
motu_linkage_group_588,0.0008923206280929798
Bifidobacterium_catenulatum_Bifidobacterium_pseudocatenulatum_complex,0.0008813774972311484
motu_linkage_group_306,0.0008717327823018815
Megasphaera_elsdenii,0.0008709836961869418
motu_linkage_group_126,0.0008653766478969662
Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.0008651796659926676
Dialister_invisus,0.0008473819347803016
Eubacterium_ventriosum,0.0008230745527493427
Bacteroides_fragilis,0.0008048514146075059
Klebsiella_variicola_pneumoniae,0.0007845983455739507
Roseburia_hominis,0.000783835387493917
motu_linkage_group_233,0.000759552050202451
Clostridium_symbiosum,0.0007580520283772255
motu_linkage_group_430,0.0007530997368395694
Veillonella_parvula,0.0007529286492701064
Streptococcus_mutans,0.0007520963313646191
motu_linkage_group_228,0.0007484387565688315
motu_linkage_group_712,0.0007408868587730314
Coprococcus_catus,0.0007392351701294744
motu_linkage_group_559,0.000737854447204035
Alistipes_sp__HGB5,0.000733003883410382
Streptococcus_anginosus,0.0007249766396107811
Ruminococcaceae_bacterium_D16,0.0007086965013794219
motu_linkage_group_486,0.0007053848009132503
motu_linkage_group_135,0.0006872079026550525
motu_linkage_group_414,0.0006740110398646933
Clostridiales_bacterium_1_7_47FAA,0.0006525464858798139
motu_linkage_group_525,0.0006332320864841138
motu_linkage_group_234,0.0006162805451423294
Sutterella_wadsworthensis,0.000608794307981295
motu_linkage_group_284,0.0005521208569989019
Streptococcus_vestibularis,0.000544987892548863
motu_linkage_group_585,0.0005115740278341866
motu_linkage_group_611,0.0005059632803535194
Pseudomonas_stutzeri,0.0005024148316831208
Alistipes_shahii,0.0004985038623249962
Streptococcus_salivarius,0.0004850286354351355
motu_linkage_group_258,0.00046951977846286394
Eubacterium_hallii,0.0004664402022125564
motu_linkage_group_439,0.0004616922909605801
motu_linkage_group_210,0.00045440118610849944
motu_linkage_group_282,0.0004314366102983971
motu_linkage_group_317,0.00042535144161160154
motu_linkage_group_158,0.00042134244370016277
motu_linkage_group_497,0.0004076323182014206
Lachnospiraceae_bacterium_1_4_56FAA,0.0004017367330375422
motu_linkage_group_644,0.0003737523554596688
Clostridium_saccharolyticum,0.00036228486431738133
Lactococcus_lactis,0.00035659273464151155
motu_linkage_group_686,0.0003520196101496892
motu_linkage_group_495,0.00034199942736527826
motu_linkage_group_491,0.000337537278594187
motu_linkage_group_481,0.00032131632741388614
Mitsuokella_multacida,0.00031757552082755075
Bifidobacterium_adolescentis,0.00030870671114573297
Ruminococcus_lactaris,0.0003067738840096542
Victivallis_vadensis,0.00028715892537030553
motu_linkage_group_252,0.00028399611732945
Bacteroides_eggerthii,0.00028224824972792164
