col_name,avg_shap_value
Prevotella_copri,0.10376053639846737
Bacteroides_dorei_vulgatus,0.0739054118773946
Bacteroides_uniformis,0.05326293103448272
motu_linkage_group_103,0.05208213601532563
Faecalibacterium_prausnitzii,0.04464798850574709
Alistipes_putredinis,0.03380507662835246
Butyrivibrio_crossotus,0.02940469348659
motu_linkage_group_127,0.022437021072796895
motu_linkage_group_131,0.021714559386973142
Bacteroides_plebeius,0.021118055555555515
motu_linkage_group_164,0.02042049808429115
Eubacterium_eligens,0.01985704022988502
motu_linkage_group_168,0.01891283524904211
motu_linkage_group_325,0.018377394636015287
Eubacterium_rectale,0.016195641762452067
Dialister_invisus,0.015839798850574672
motu_linkage_group_306,0.01578160919540226
motu_linkage_group_206,0.014954022988505709
Bacteroides_eggerthii,0.014611829501915675
Akkermansia_muciniphila,0.013796216475095748
Bacteroides_stercoris,0.013373323754789234
motu_linkage_group_225,0.0129252873563218
motu_linkage_group_333,0.012635775862068929
motu_linkage_group_192,0.012138888888888855
motu_linkage_group_65,0.012077825670498052
motu_linkage_group_104,0.010847940613026782
motu_linkage_group_246,0.010471982758620659
motu_linkage_group_621,0.010138409961685796
motu_linkage_group_7,0.010031130268199205
motu_linkage_group_389,0.009828544061302654
motu_linkage_group_63,0.009790469348658973
Ruminococcus_bromii,0.009628831417624484
motu_linkage_group_297,0.009561302681992307
Eubacterium_siraeum,0.009296695402298816
motu_linkage_group_134,0.009237068965517207
motu_linkage_group_258,0.009141283524904177
motu_linkage_group_734,0.009036398467432923
motu_linkage_group_260,0.008406609195402268
motu_linkage_group_191,0.00791427203065131
motu_linkage_group_158,0.007881944444444412
motu_linkage_group_126,0.007644396551724106
motu_linkage_group_281,0.0076103927203064765
motu_linkage_group_346,0.007454741379310312
motu_linkage_group_310,0.0068860153256704686
motu_linkage_group_115,0.00672772988505744
motu_linkage_group_391,0.006598659003831385
motu_linkage_group_308,0.006168342911877366
motu_linkage_group_230,0.006064176245210705
Alistipes_sp__HGB5,0.006041906130268169
motu_linkage_group_288,0.005999760536398437
Alistipes_shahii,0.005902538314176214
motu_linkage_group_224,0.005630028735632161
Parabacteroides_merdae,0.005560823754789241
motu_linkage_group_135,0.005516522988505715
Phascolarctobacterium_succinatutens,0.005199473180076601
motu_linkage_group_289,0.005167145593869705
Escherichia_coli,0.005037595785440594
Parabacteroides_distasonis,0.0050208333333333025
motu_linkage_group_284,0.004992576628352465
Bacteroides_coprocola,0.004894157088122582
motu_linkage_group_113,0.004857040229885033
motu_linkage_group_348,0.004812739463601506
Roseburia_intestinalis,0.004640804597701122
motu_linkage_group_212,0.004631226053639819
motu_linkage_group_274,0.004470785440612999
motu_linkage_group_228,0.004255268199233694
motu_linkage_group_362,0.004131465517241357
motu_linkage_group_327,0.003952346743294992
Bacteroides_ovatus,0.003948036398467406
motu_linkage_group_404,0.0039001436781608964
motu_linkage_group_233,0.0038321360153256473
motu_linkage_group_376,0.0036791187739463366
motu_linkage_group_177,0.003668582375478906
motu_linkage_group_341,0.0036120689655172204
Bacteroides_fragilis,0.003588362068965496
