,Importance
Bacteroides_caccae,0.00034339770674705504
motu_linkage_group_316,6.621625274419785e-05
motu_linkage_group_87,0.0
Streptococcus_sp__C150,6.851288955658674e-05
motu_linkage_group_771,0.0
motu_linkage_group_450,0.0
Lachnospiraceae_bacterium_1_4_56FAA,0.0
motu_linkage_group_566,0.00016466986387968065
motu_linkage_group_290,0.00043380122631788256
motu_linkage_group_320,0.0
Clostridium_scindens,0.0
motu_linkage_group_254,0.0002408256195485592
Dialister_invisus,0.00032285768538713454
Clostridium_spiroforme,9.59713850170374e-05
motu_linkage_group_460,7.264705840498209e-05
motu_linkage_group_357,0.0
Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.0
motu_linkage_group_491,0.0
Haemophilus_influenzae,0.0
butyrate_producing_bacterium_SS3_4,0.0
motu_linkage_group_386,9.279062040150165e-05
motu_linkage_group_411,0.0
motu_linkage_group_550,6.780889816582203e-05
Streptococcus_sanguinis,0.0
motu_linkage_group_177,0.0003570477291941643
Haemophilus_pittmaniae,0.0
Lactococcus_lactis,3.297191578894853e-05
motu_linkage_group_389,0.0
Eubacterium_biforme,0.0
Eubacterium_rectale,0.00013448215089738368
motu_linkage_group_703,0.00036397822201251985
Roseburia_hominis,9.951969608664513e-05
motu_linkage_group_497,8.860946982167661e-06
motu_linkage_group_243,0.0001653037779033184
motu_linkage_group_104,2.5554986204952002e-05
Eggerthella_lenta,0.0
motu_linkage_group_562,6.988483481109143e-05
Bacteroides_coprocola,0.0002590593509376049
motu_linkage_group_536,0.0
motu_linkage_group_334,0.00041320715099573134
Veillonella_dispar,0.0
Klebsiella_variicola_pneumoniae,0.00011722283437848091
motu_linkage_group_611,7.574509363621473e-06
Escherichia_albertii,0.0
Enterococcus_faecalis,0.0
motu_linkage_group_463,0.0004246330633759499
motu_linkage_group_439,0.0
motu_linkage_group_415,5.08875073865056e-05
motu_linkage_group_195,0.0
motu_linkage_group_246,5.886252969503403e-05
motu_linkage_group_575,0.0
motu_linkage_group_404,5.1831873133778575e-05
butyrate_producing_bacterium,0.0004043677821755409
Veillonella_atypica,0.00014896213077008724
motu_linkage_group_548,1.9059418700635434e-05
motu_linkage_group_85,0.0
motu_linkage_group_470,2.9903752729296684e-05
Gemella_sanguinis,0.0
Streptococcus_infantis,0.0006505344808101654
motu_linkage_group_644,0.00040214542299509047
Clostridium_leptum,0.00025138739496469495
_Ruminococcus__gnavus,0.0
motu_linkage_group_652,0.0
Mitsuokella_multacida,0.0
motu_linkage_group_310,0.00024308757856488227
Clostridium_sp__L2_50,0.0
motu_linkage_group_646,0.00011416844092309474
motu_linkage_group_678,1.920910901390016e-05
Odoribacter_splanchnicus,1.4474713243544101e-05
motu_linkage_group_302,0.0
motu_linkage_group_258,0.0
motu_linkage_group_701,4.123896360397339e-05
motu_linkage_group_168,3.482583444565535e-05
motu_linkage_group_324,1.86474877409637e-05
Akkermansia_muciniphila,6.073048338294029e-05
motu_linkage_group_504,0.0
motu_linkage_group_574,2.1973932161927225e-05
Blautia_hydrogenotrophica,0.0
motu_linkage_group_210,7.683614268898963e-05
Methanobrevibacter_smithii,0.0005618436262011528
Bacteroides_plebeius,0.000648166909813881
motu_linkage_group_212,0.0
Bacteroides_ovatus,0.0
motu_linkage_group_241,0.0002634831331670284
motu_linkage_group_297,0.0
motu_linkage_group_135,0.00012976384721696376
motu_linkage_group_588,5.824889522045851e-05
_Clostridium__bartlettii,6.517005618661642e-05
motu_linkage_group_498,0.0
Subdoligranulum_variabile,0.0
motu_linkage_group_228,0.0001222315989434719
Dorea_formicigenerans,0.00037692241370677947
Streptococcus_mutans,0.0
motu_linkage_group_289,0.00010605479590594769
Roseburia_inulinivorans,0.0001007032673805952
motu_linkage_group_224,0.0
motu_linkage_group_63,0.0
motu_linkage_group_234,0.00025696609169244765
Victivallis_vadensis,0.00012394403107464315
motu_linkage_group_457,0.00010543148964643478
Collinsella_aerofaciens,0.0001241710502654314
Coprobacillus_sp__29_1,0.0
motu_linkage_group_233,0.00012946942821145057
motu_linkage_group_672,2.5927661918103696e-05
motu_linkage_group_205,0.0002874813601374626
Phascolarctobacterium_succinatutens,0.0
motu_linkage_group_586,0.00015287337824702264
unclassified_Lachnospiraceae,0.0
motu_linkage_group_471,0.00019925344735383988
motu_linkage_group_225,0.0001058214157819748
motu_linkage_group_301,0.00012927948497235776
motu_linkage_group_252,0.0
Streptococcus_thermophilus,0.00018781553953886032
Eubacterium_ventriosum,0.00031391602009534837
Enterobacteriaceae_bacterium_9_2_54FAA,0.0
Bacteroides_thetaiotaomicron,0.0002892337739467621
motu_linkage_group_349,0.0005987559258937836
Bilophila_wadsworthia,0.0003091372549533844
Clostridiales_bacterium_1_7_47FAA,0.0
motu_linkage_group_317,0.0
motu_linkage_group_691,0.0001509109791368246
Haemophilus_haemolyticus,0.0002612581849098206
Prevotella_copri,0.0001561850868165493
Streptococcus_salivarius,4.870173521339893e-05
motu_linkage_group_837,0.0
motu_linkage_group_434,0.0
Bacteroides_eggerthii,0.0
motu_linkage_group_327,0.00019432097673416137
motu_linkage_group_621,0.0
motu_linkage_group_38,0.0
motu_linkage_group_559,0.00042716905474662783
motu_linkage_group_270,4.196478519588709e-05
motu_linkage_group_120,0.0
motu_linkage_group_507,0.0005551109090447426
Veillonella_parvula,6.67633255943656e-06
motu_linkage_group_230,0.0
motu_linkage_group_486,0.0008516114205121994
motu_linkage_group_333,0.00010150146670639514
motu_linkage_group_552,0.0004083104059100151
motu_linkage_group_613,0.0007862284779548645
motu_linkage_group_481,0.00010246115736663342
motu_linkage_group_529,0.0003722519427537918
Pseudomonas_stutzeri,8.46286304295063e-05
motu_linkage_group_118,0.0002905853651463985
motu_linkage_group_625,0.0007348568737506867
motu_linkage_group_636,8.498389273881912e-05
motu_linkage_group_490,0.0002584362216293812
motu_linkage_group_281,1.3108443235978484e-05
motu_linkage_group_190,7.024735677987337e-05
motu_linkage_group_151,1.6432428965345024e-05
Anaerotruncus_colihominis,0.0
Bacteroides_fragilis,3.726493800058961e-05
motu_linkage_group_510,7.05676106736064e-05
motu_linkage_group_521,0.0
Dorea_longicatena,0.0002848903648555279
motu_linkage_group_306,0.000657188668847084
Bacteroides_dorei_vulgatus,7.4617523932829495e-06
motu_linkage_group_496,5.115865729749203e-05
motu_linkage_group_592,0.0
Ruminococcus_bromii,0.0
motu_linkage_group_218,0.0
motu_linkage_group_686,0.0
Bacteroides_stercoris,6.660889368504286e-05
motu_linkage_group_115,5.1650754176080224e-05
Bifidobacterium_longum,2.597810933366418e-05
motu_linkage_group_145,0.0
motu_linkage_group_260,0.0
motu_linkage_group_568,0.0004986034333705902
Escherichia_coli,0.0008784968405961991
Coprococcus_comes,0.00012934237718582154
motu_linkage_group_551,9.288878180086613e-05
Ruminococcaceae_bacterium_D16,3.7399174179881814e-05
motu_linkage_group_284,2.899074228480458e-05
motu_linkage_group_282,0.0002893625758588314
motu_linkage_group_517,0.0003667467460036278
motu_linkage_group_164,0.0
Streptococcus_gordonii,9.360063821077347e-05
motu_linkage_group_244,0.000747130960226059
motu_linkage_group_341,4.305868875235319e-05
Bifidobacterium_angulatum,0.0
motu_linkage_group_379,0.0
Eubacterium_cylindroides,0.0
motu_linkage_group_525,0.00013477527536451817
Eubacterium_hallii,4.091649316251278e-05
motu_linkage_group_251,0.0
_Ruminococcus__obeum,0.00022593801841139794
Streptococcus_australis,0.0004416440427303314
motu_linkage_group_124,0.0
motu_linkage_group_348,0.0017445290088653565
