,Importance
Bacteroides_caccae,0.000820264479212894
motu_linkage_group_316,-0.010586834650462652
motu_linkage_group_87,-0.005595523960373967
Streptococcus_sp__C150,0.01681755137442851
motu_linkage_group_771,-0.003269318340024902
motu_linkage_group_450,0.006213829882491122
Lachnospiraceae_bacterium_1_4_56FAA,0.00564357298848495
motu_linkage_group_566,0.0005615372272848774
motu_linkage_group_290,-0.0046703539457542105
motu_linkage_group_320,-0.006562005779431826
Clostridium_scindens,0.0028991530186412377
motu_linkage_group_254,0.001719863532277073
Dialister_invisus,-0.0005910364577051746
Clostridium_spiroforme,0.0006068201433684043
motu_linkage_group_460,0.006802997614115977
motu_linkage_group_357,-0.003376709781532335
Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.008082440017887006
motu_linkage_group_491,0.006625048179697907
Haemophilus_influenzae,-0.00884985808627206
butyrate_producing_bacterium_SS3_4,-0.009911289739822297
motu_linkage_group_386,0.003077317564683962
motu_linkage_group_411,0.015658684250697174
motu_linkage_group_550,-0.003943555086381787
Streptococcus_sanguinis,0.006579980797148306
motu_linkage_group_177,-0.0003859214337119407
Haemophilus_pittmaniae,0.00788920874679515
Lactococcus_lactis,0.008210374859356669
motu_linkage_group_389,-0.009499136863199899
Eubacterium_biforme,0.008804053214090096
Eubacterium_rectale,-0.006294555828481037
motu_linkage_group_703,0.0032510259253611556
Roseburia_hominis,0.010591221347017583
motu_linkage_group_497,-0.008290623670819126
motu_linkage_group_243,-0.004075101838382475
motu_linkage_group_104,-0.004043845608834769
Eggerthella_lenta,0.0018714592757220194
motu_linkage_group_562,-0.011622642402571947
Bacteroides_coprocola,0.00902986797722542
motu_linkage_group_536,0.003910968488450635
motu_linkage_group_334,-0.006072511093152995
Veillonella_dispar,0.0019728525648493524
Klebsiella_variicola_pneumoniae,0.002856825573089304
motu_linkage_group_611,-2.517604128212387e-05
Escherichia_albertii,0.009864900889405556
Enterococcus_faecalis,0.0071631902336095335
motu_linkage_group_463,0.0027519615697021533
motu_linkage_group_439,0.005123115571944952
motu_linkage_group_415,-0.010295201132654077
motu_linkage_group_195,-0.006746612637430075
motu_linkage_group_246,-0.0020948958204988297
motu_linkage_group_575,0.006779555391444848
motu_linkage_group_404,-0.012958210525933368
