,Importance
Bacteroides_caccae,8.459795658202021e-11
motu_linkage_group_316,-2.8490286887609366e-10
motu_linkage_group_87,-2.275130951986663e-10
Streptococcus_sp__C150,6.089234658984882e-12
motu_linkage_group_771,1.4728426308461703e-10
motu_linkage_group_450,-3.566518518223608e-11
Lachnospiraceae_bacterium_1_4_56FAA,-9.092374488431629e-13
motu_linkage_group_566,3.3968207959701684e-12
motu_linkage_group_290,-8.94985297952251e-11
motu_linkage_group_320,-6.256746616122348e-11
Clostridium_scindens,-2.6237657273166475e-12
motu_linkage_group_254,-3.976441693658781e-11
Dialister_invisus,-2.6214971307658484e-11
Clostridium_spiroforme,-3.184107510892784e-12
motu_linkage_group_460,-6.281438548320551e-11
motu_linkage_group_357,-6.883868614881166e-11
Lachnospiraceae_bacterium_3_1_57FAA_CT1,2.0797534174700507e-11
motu_linkage_group_491,2.930635111162918e-11
Haemophilus_influenzae,3.6071207096760798e-12
butyrate_producing_bacterium_SS3_4,-3.942141259841739e-11
motu_linkage_group_386,-8.325321586777918e-11
motu_linkage_group_411,-6.325129910540708e-11
motu_linkage_group_550,-2.2530988444007992e-10
Streptococcus_sanguinis,5.993509885968323e-12
motu_linkage_group_177,-1.5743639382663951e-10
Haemophilus_pittmaniae,4.634870763255088e-12
Lactococcus_lactis,-3.474307233273587e-12
motu_linkage_group_389,5.0097050790572064e-11
Eubacterium_biforme,6.91942289026481e-11
Eubacterium_rectale,-9.73406999111899e-11
motu_linkage_group_703,-2.232443779270761e-11
Roseburia_hominis,-8.577208891294104e-11
motu_linkage_group_497,-1.1952984532415509e-11
motu_linkage_group_243,-4.556991471655512e-11
motu_linkage_group_104,-2.017582166583396e-10
Eggerthella_lenta,-1.170707907751922e-11
motu_linkage_group_562,-4.010743767969417e-12
Bacteroides_coprocola,2.4101211592029643e-10
motu_linkage_group_536,2.299555452810244e-11
motu_linkage_group_334,-1.0383710070854643e-10
Veillonella_dispar,1.487567886970679e-10
Klebsiella_variicola_pneumoniae,1.13262403907533e-11
motu_linkage_group_611,3.6249867584294256e-11
Escherichia_albertii,-4.007666851789866e-14
Enterococcus_faecalis,-2.3611822799002926e-12
motu_linkage_group_463,8.963945512900625e-12
motu_linkage_group_439,1.9509572626234134e-11
motu_linkage_group_415,1.2657296151519903e-10
motu_linkage_group_195,-3.594616103035167e-11
motu_linkage_group_246,1.702584405502219e-10
motu_linkage_group_575,1.6655620916276614e-12
motu_linkage_group_404,-1.313309677262403e-10
butyrate_producing_bacterium,-5.489058599885966e-11
Veillonella_atypica,5.009281138855918e-11
motu_linkage_group_548,4.42108809548861e-11
motu_linkage_group_85,-1.4497074830926935e-10
motu_linkage_group_470,-1.383219560740111e-10
Gemella_sanguinis,9.95614709056492e-13
Streptococcus_infantis,9.141596537102464e-12
motu_linkage_group_644,-8.922669231891504e-11
Clostridium_leptum,-2.370924773770951e-11
_Ruminococcus__gnavus,-6.72098252953055e-13
motu_linkage_group_652,-5.51858497951393e-11
Mitsuokella_multacida,1.3456881882447303e-10
motu_linkage_group_310,5.311502943723003e-10
Clostridium_sp__L2_50,-1.499553797660831e-10
motu_linkage_group_646,-4.1717693295641374e-11
motu_linkage_group_678,-4.252304385191835e-11
Odoribacter_splanchnicus,4.0832363253480745e-11
motu_linkage_group_302,4.277208301516548e-10
motu_linkage_group_258,-3.112383635947789e-10
motu_linkage_group_701,-1.0924957652831567e-11
motu_linkage_group_168,-9.99440875133006e-11
motu_linkage_group_324,5.181857277664357e-11
Akkermansia_muciniphila,3.6876328900505094e-11
motu_linkage_group_504,-2.8365887304475993e-11
motu_linkage_group_574,-1.0452894855210746e-10
Blautia_hydrogenotrophica,1.1733225445840167e-13
motu_linkage_group_210,7.3660398329145e-11
Methanobrevibacter_smithii,1.4414031289845789e-11
Bacteroides_plebeius,-4.020043147090563e-10
motu_linkage_group_212,1.9414674168144178e-10
Bacteroides_ovatus,-2.9035357025583194e-10
motu_linkage_group_241,-4.265347024956054e-10
motu_linkage_group_297,-1.779964625003095e-10
motu_linkage_group_135,9.513914265155205e-11
motu_linkage_group_588,5.938167876242197e-11
_Clostridium__bartlettii,-6.864194686140432e-12
motu_linkage_group_498,-1.3913932129928369e-11
Subdoligranulum_variabile,-1.3588809069580758e-12
motu_linkage_group_228,-2.8678134688659204e-10
Dorea_formicigenerans,9.793232594976596e-12
Streptococcus_mutans,1.968429314472052e-12
motu_linkage_group_289,-2.2463324626637057e-10
Roseburia_inulinivorans,-1.0718689340500237e-10
motu_linkage_group_224,-2.688741819852851e-10
motu_linkage_group_63,-3.250676640538662e-10
motu_linkage_group_234,-2.8066807572690004e-11
Victivallis_vadensis,8.91976345355262e-12
motu_linkage_group_457,-7.476498445037443e-13
Collinsella_aerofaciens,2.3965483182454144e-10
Coprobacillus_sp__29_1,2.7480940235212996e-11
motu_linkage_group_233,-3.3929182404213843e-10
motu_linkage_group_672,-4.210574460041372e-11
motu_linkage_group_205,1.9446262660026124e-10
Phascolarctobacterium_succinatutens,3.640564978023035e-10
motu_linkage_group_586,-2.6930589079137353e-11
unclassified_Lachnospiraceae,-3.093544061636521e-12
motu_linkage_group_471,1.7295920724248234e-10
motu_linkage_group_225,-5.33832073267199e-10
motu_linkage_group_301,-6.569631984496283e-11
motu_linkage_group_252,7.179897879520759e-11
Streptococcus_thermophilus,2.545463063407317e-11
Eubacterium_ventriosum,-9.391207744091356e-11
Enterobacteriaceae_bacterium_9_2_54FAA,1.8348953685643382e-11
Bacteroides_thetaiotaomicron,-2.3223118498669158e-10
motu_linkage_group_349,-1.9791199336085822e-12
Bilophila_wadsworthia,-2.682674086654966e-11
Clostridiales_bacterium_1_7_47FAA,-1.2601218489893524e-12
motu_linkage_group_317,-1.2428797055974978e-10
motu_linkage_group_691,-3.485204374638583e-11
Haemophilus_haemolyticus,3.542377341729072e-12
Prevotella_copri,-3.8323071316085175e-11
Streptococcus_salivarius,1.4497676519187384e-10
motu_linkage_group_837,2.982625587541511e-10
motu_linkage_group_434,-4.344178253447452e-11
Bacteroides_eggerthii,-2.724114397248666e-10
motu_linkage_group_327,-3.08524898265596e-11
motu_linkage_group_621,-4.18713727608323e-11
motu_linkage_group_38,-1.4085391712480898e-10
motu_linkage_group_559,3.3531932122035846e-11
motu_linkage_group_270,2.9994341376668256e-11
motu_linkage_group_120,-3.1746297760447047e-10
motu_linkage_group_507,-1.1134594845371314e-12
Veillonella_parvula,3.338938797059637e-10
motu_linkage_group_230,-1.9744845030690373e-10
motu_linkage_group_486,8.697792567007742e-11
motu_linkage_group_333,-3.266236207283802e-10
motu_linkage_group_552,-3.641434083894487e-12
motu_linkage_group_613,-2.7884765120001398e-11
motu_linkage_group_481,-9.05869216948764e-12
motu_linkage_group_529,6.459766049577155e-12
Pseudomonas_stutzeri,-2.25032038010475e-12
motu_linkage_group_118,3.1331704545557614e-11
motu_linkage_group_625,-9.593583587825664e-11
motu_linkage_group_636,-4.687412389515834e-11
motu_linkage_group_490,-5.229866301648627e-11
motu_linkage_group_281,-1.4049835650229443e-10
motu_linkage_group_190,-2.973216764975318e-10
motu_linkage_group_151,-6.737669654893195e-11
Anaerotruncus_colihominis,6.659662779045145e-13
Bacteroides_fragilis,5.173401813131926e-10
motu_linkage_group_510,-9.0539813093691e-11
motu_linkage_group_521,-4.097864293715471e-12
Dorea_longicatena,1.1390745850491276e-11
motu_linkage_group_306,-7.668870320068193e-11
Bacteroides_dorei_vulgatus,1.1073625573783791e-10
motu_linkage_group_496,-2.1640478379339413e-10
motu_linkage_group_592,6.666288463178238e-11
Ruminococcus_bromii,-3.2673920622227384e-10
motu_linkage_group_218,9.385742102337668e-11
motu_linkage_group_686,2.5262076666666294e-11
Bacteroides_stercoris,-8.980710255606058e-11
motu_linkage_group_115,-3.073873687754025e-10
Bifidobacterium_longum,-8.298218842996644e-11
motu_linkage_group_145,3.261212012484631e-11
motu_linkage_group_260,2.0586876259797993e-10
motu_linkage_group_568,-5.2831475101608564e-11
Escherichia_coli,1.684686277624561e-10
Coprococcus_comes,6.353286491708877e-11
motu_linkage_group_551,-2.2297584452991743e-10
Ruminococcaceae_bacterium_D16,2.7739769361213235e-11
motu_linkage_group_284,-3.19885504916031e-11
motu_linkage_group_282,-1.2955739529799416e-10
motu_linkage_group_517,-1.0624318905098383e-10
motu_linkage_group_164,-3.960655940346383e-10
Streptococcus_gordonii,9.845595581591206e-12
motu_linkage_group_244,1.1012398939028361e-10
motu_linkage_group_341,1.5665677599626448e-10
Bifidobacterium_angulatum,5.730163315424581e-12
motu_linkage_group_379,-5.691053890543294e-10
Eubacterium_cylindroides,-3.628958483365745e-12
motu_linkage_group_525,-1.5712743056554693e-10
Eubacterium_hallii,6.420347273803152e-11
motu_linkage_group_251,-2.65588126099945e-12
_Ruminococcus__obeum,-4.4617510526457214e-11
Streptococcus_australis,1.797681132741865e-11
motu_linkage_group_124,-8.619124159226897e-11
motu_linkage_group_348,-7.995113804615813e-11
Ruminococcus_sp__5_1_39BFAA,-1.0004035677744551e-10
Clostridium_symbiosum,-6.339137759178429e-12
motu_linkage_group_604,3.9844337789328706e-12
motu_linkage_group_383,-8.328707648813444e-11
Streptococcus_vestibularis,7.210087984668698e-11
motu_linkage_group_192,-1.8345255406125744e-10
motu_linkage_group_480,1.0531238646979984e-10
motu_linkage_group_474,-4.6330793585205716e-11
Pseudoflavonifractor_capillosus,-8.637810036673758e-12
Bacteroides_xylanisolvens,8.299253793814291e-11
Acidaminococcus_fermentans,8.055314101485794e-11
motu_linkage_group_7,2.2854165995167725e-11
motu_linkage_group_502,2.494110043621693e-11
Rothia_mucilaginosa,2.159340449101266e-12
motu_linkage_group_394,-2.481423347907098e-10
Streptococcus_mitis,9.135138225033295e-12
motu_linkage_group_565,-3.334634260447992e-11
Holdemania_filiformis,2.049576438844496e-12
Bacteroides_intestinalis,-1.165285950585353e-10
motu_linkage_group_624,-2.5475052167494473e-12
motu_linkage_group_600,-4.5062745952606285e-11
Capnocytophaga_sp__oral_taxon_329,-2.7133931559191767e-11
motu_linkage_group_131,-3.8718853250803236e-11
Parasutterella_excrementihominis,-1.7920659757229084e-10
Coprococcus_eutactus,4.477788044268899e-10
motu_linkage_group_407,-1.8377404142702538e-10
motu_linkage_group_122,1.4599556211096705e-10
Lactobacillus_delbrueckii,6.0470511073387714e-12
Bifidobacterium_adolescentis,1.0517265338671505e-10
Streptococcus_pneumoniae,1.40667825358523e-12
motu_linkage_group_366,8.156255392031217e-11
Bacteroides_finegoldii,-2.0809332724421273e-11
Eubacterium_siraeum,2.405118901868907e-11
motu_linkage_group_191,-5.046364871577692e-10
Bifidobacterium_catenulatum_Bifidobacterium_pseudocatenulatum_complex,1.8299953517591258e-10
Faecalibacterium_prausnitzii,1.610849688924409e-10
motu_linkage_group_158,3.0301155605055714e-10
motu_linkage_group_430,-8.691668866984928e-11
motu_linkage_group_207,1.593951866085467e-10
Parabacteroides_distasonis,3.065516950685174e-11
motu_linkage_group_376,-5.15521557004952e-10
Turicibacter_sanguinis,-1.9928452535462107e-13
motu_linkage_group_456,-1.598822946724448e-10
motu_linkage_group_238,-1.617506566418483e-10
Haemophilus_parainfluenzae,1.415039739958834e-10
motu_linkage_group_127,-1.8768322726129602e-10
Enterobacter_hormaechei_cloacae,4.4860537010882994e-12
Ruminococcus_sp__SR1_5,7.92015298436757e-11
Clostridium_sp__HGF2,-4.4766793107358204e-13
motu_linkage_group_103,-7.507246781799788e-11
Coprococcus_catus,5.7579622911526357e-11
motu_linkage_group_734,2.9204127924827844e-10
motu_linkage_group_248,-1.1732927265346931e-10
motu_linkage_group_391,-3.109475714974488e-10
motu_linkage_group_277,-1.6199102380473057e-10
motu_linkage_group_445,-1.1678776840581605e-11
Clostridium_saccharolyticum,-1.0672036849690864e-11
motu_linkage_group_362,3.0523528754266576e-11
Desulfovibrio_piger,1.8482825964855551e-10
Bifidobacterium_bifidum,7.200392011983957e-11
motu_linkage_group_495,4.331376943297973e-11
motu_linkage_group_437,2.748997776637439e-13
motu_linkage_group_65,-2.872404828543985e-10
Streptococcus_oralis,6.104523655500935e-12
motu_linkage_group_452,-3.5259328723882335e-12
Roseburia_intestinalis,-3.036948592495671e-10
motu_linkage_group_273,7.91084602190843e-11
Sutterella_wadsworthensis,2.1558019258893618e-10
Clostridium_bolteae,-2.442193457021837e-11
motu_linkage_group_712,5.314881842742276e-12
Alistipes_putredinis,-2.3912613974031655e-11
motu_linkage_group_431,1.6725265206740446e-11
Alistipes_shahii,-1.509264130165584e-10
Veillonella_sp__oral_taxon_158,8.624500305803979e-11
Clostridium_ramosum,3.849079313059813e-12
motu_linkage_group_573,-4.109122581582056e-11
Bacteroides_clarus,3.370780620504068e-10
_Ruminococcus__torques,1.5885995106446943e-10
Ruminococcus_lactaris,-9.384910874038042e-11
Megasphaera_elsdenii,-2.270148654155059e-11
motu_linkage_group_217,2.1039328157511625e-11
motu_linkage_group_520,2.430702419953858e-11
motu_linkage_group_414,-5.810204005994395e-11
motu_linkage_group_274,-2.489442238125999e-10
Streptococcus_anginosus,2.3373818337894924e-11
motu_linkage_group_24,-1.1024161958553618e-10
Actinomyces_odontolyticus,4.190724109535578e-12
Granulicatella_adiacens,1.7997687097311861e-12
Bifidobacterium_dentium,1.7455245413659775e-11
motu_linkage_group_651,-3.9759989321428983e-11
motu_linkage_group_634,-2.2220864839944914e-11
motu_linkage_group_126,-2.015813488688474e-10
Parabacteroides_merdae,1.5478717204805018e-10
Eubacterium_eligens,1.7814844358552128e-10
Alistipes_sp__HGB5,-5.532942523381544e-11
motu_linkage_group_508,-8.500698147741976e-11
motu_linkage_group_696,-4.4288174479364725e-11
Streptococcus_parasanguinis,4.2831328213723586e-11
motu_linkage_group_307,-2.854241523604849e-10
Acidaminococcus_intestini,3.441954201351022e-10
motu_linkage_group_293,-7.750815782238038e-11
Butyrivibrio_crossotus,-4.637895271841522e-10
motu_linkage_group_443,-3.771194468581319e-11
motu_linkage_group_585,2.3050709475012525e-10
motu_linkage_group_142,-1.1731325952605756e-10
motu_linkage_group_325,1.1853758408212403e-10
motu_linkage_group_638,-1.2461365026022802e-10
motu_linkage_group_265,-5.826496978865424e-11
Bacteroides_uniformis,-4.537606411626639e-11
motu_linkage_group_136,-2.978303376682168e-10
motu_linkage_group_633,2.4499503199125092e-11
motu_linkage_group_308,8.078668738870477e-11
motu_linkage_group_206,1.5482881701358133e-10
motu_linkage_group_113,-2.988107356960436e-10
motu_linkage_group_268,7.534304807229103e-11
motu_linkage_group_451,-7.115113593770763e-12
motu_linkage_group_134,-3.294742287965694e-11
motu_linkage_group_373,-4.645684958944977e-11
motu_linkage_group_534,-2.5946218371761216e-12
motu_linkage_group_346,3.7893302253973623e-10
Lactobacillus_ruminis,-1.7281351709961373e-11
Bifidobacterium_breve,4.3386009483958936e-13
motu_linkage_group_288,-6.930686396999448e-11
