,Importance
Bacteroides_caccae,0.002959140837925363
motu_linkage_group_316,-0.0004914985994325877
motu_linkage_group_87,-0.000682471590977786
Streptococcus_sp__C150,5.962005988987453e-05
motu_linkage_group_771,0.010173428969790956
motu_linkage_group_450,0.00223820975330907
Lachnospiraceae_bacterium_1_4_56FAA,0.0049315650153912375
motu_linkage_group_566,0.004639692964814708
motu_linkage_group_290,-0.002414141269636787
motu_linkage_group_320,-0.003014101788335913
Clostridium_scindens,-0.00707314022822505
motu_linkage_group_254,0.003060422447699955
Dialister_invisus,0.007127510564385888
Clostridium_spiroforme,-0.005503669837259006
motu_linkage_group_460,0.0015442866126785834
motu_linkage_group_357,0.0021667287246242392
Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.0032928792406869533
motu_linkage_group_491,0.010039077795377535
Haemophilus_influenzae,0.006155037602321857
butyrate_producing_bacterium_SS3_4,0.007661669651368843
motu_linkage_group_386,-0.012196151905353607
motu_linkage_group_411,-0.004042614079798252
motu_linkage_group_550,-0.002465111766158571
Streptococcus_sanguinis,-0.0014583049134300713
motu_linkage_group_177,0.005361995401545135
Haemophilus_pittmaniae,0.005459329630445511
Lactococcus_lactis,0.006228359606456767
motu_linkage_group_389,0.008842782830321177
Eubacterium_biforme,-8.376958301850437e-05
Eubacterium_rectale,-0.0022716595183701832
motu_linkage_group_703,-0.0010938689613067159
Roseburia_hominis,0.008997544706146103
motu_linkage_group_497,-0.0049010750988487594
motu_linkage_group_243,0.005222087785200863
motu_linkage_group_104,-0.005608361376871043
Eggerthella_lenta,0.0006204194881101829
motu_linkage_group_562,-0.0031819644074795295
Bacteroides_coprocola,-0.0005853141279732449
motu_linkage_group_536,0.008132960965729357
motu_linkage_group_334,-0.004364385316659385
Veillonella_dispar,0.004953577564569402
Klebsiella_variicola_pneumoniae,-0.0002142376210254465
motu_linkage_group_611,0.0038440256383142375
Escherichia_albertii,0.01058002433760264
Enterococcus_faecalis,0.0032024209838847906
motu_linkage_group_463,-0.002326174819430117
motu_linkage_group_439,-0.0013038331794628833
motu_linkage_group_415,3.147285154397228e-05
motu_linkage_group_195,0.0006943742562793688
motu_linkage_group_246,0.0033064089520855504
motu_linkage_group_575,0.00183593502661551
motu_linkage_group_404,-0.0009734753561610719
